path,file,columns,rows,delimiter,null_char
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\tag_relation.csv,4,121863,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\track.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\track_gid_redirect.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\track_raw.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\url.csv,5,2475305,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\url_gid_redirect.csv,3,3519,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\vote.csv,6,11214718,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\wikidocs_wikidocs_index.csv,2,197,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_alias.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_alias_type.csv,5,2,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_annotation.csv,2,26925,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_attribute.csv,5,6620,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_attribute_type.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_attribute_type_allowed_value.csv,0,0,,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_gid_redirect.csv,3,118663,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_meta.csv,3,497882,;,blank
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_tag.csv,4,13568,;,
C:\Users\tulli\Documents\GitHub\csv-analyzer,C:\Users\tulli\Desktop\hpi_dataset\musicbrainz\work_type.csv,5,26,;,blank
